species_id,version_id,language_id,flavor_text
153,26,6,"Lorblatts Nacken ist mit zusammengerollten Blättern behangen.
In jedem Blatt befindet sich ein kleiner Trieb eines Baumes.
Der Duft dieses Triebes bringt Menschen auf Trab."
153,26,7,"Bayleef tiene un collar de hojas alrededor del cuello y un
brote de un árbol en cada una de ellas. La fragancia que
desprenden estos brotes anima a la gente."
153,26,8,"Il collo di Bayleef è agghindato da foglie, dentro cui
è presente il piccolo germoglio di un albero. L’aroma emanato
da questo germoglio ha un effetto energizzante sull’uomo."
153,26,9,"Bayleef’s neck is ringed by curled-up leaves. Inside each
tubular leaf is a small shoot of a tree. The fragrance of this
shoot makes people peppy."
153,26,11,"首の　周りの　くるりと　巻いた　葉っぱの
中には　小さな　木の芽が　１個　なっている。
その　香りは　人を　元気に　させるぞ。"
153,26,14,"Bayleef tiene un collar de hojas alrededor del cuello y un
brote de un árbol en cada una de ellas. La fragancia que
desprenden estos brotes anima a la gente."
154,4,9,"The aroma that
rises from its
petals contains asubstance that
calms aggressive
feelings."
154,5,9,"MEGANIUM's breath
has the power to
revive dead grassand plants. It can
make them healthy
again."
154,6,9,"Anyone who stands
beside it becomes
refreshed, just asif they were
relaxing in a
sunny forest."
154,7,9,"The fragrance of MEGANIUM’s flower
soothes and calms emotions.
In battle, this POKéMON gives off moreof its becalming scent to blunt the
foe’s fighting spirit."
154,8,9,"The fragrance of MEGANIUM’s flower
soothes and calms emotions.
In battle, this POKéMON gives off moreof its becalming scent to blunt the
foe’s fighting spirit."
154,9,9,"The fragrance of a MEGANIUM’s flower
soothes and calms emotions. In battle,
it gives off more of its becalming scent
to blunt the foe’s fighting spirit."
154,10,9,"MEGANIUM’s breath has the power to revive
dead grass and plants. It can make them
healthy again."
154,11,9,"The aroma that rises from its petals
contains a substance that calms aggressive
feelings."
154,12,9,"Its breath has the fantastic
ability to revive dead plants and
flowers."
154,13,9,"Its breath has the fantastic
ability to revive dead plants and
flowers."
154,14,9,"Its breath has the fantastic
ability to revive dead plants and
flowers."
154,15,9,"The aroma that rises from its
petals contains a substance that
calms aggressive feelings."
154,16,9,"MEGANIUM’s breath has the power to
revive dead grass and plants. It can
make them healthy again."
154,17,5,"Son souffle a l’incroyable capacité
de ranimer les plantes et les fleurs
flétries."
154,17,9,"Its breath has the fantastic
ability to revive dead plants and
flowers."
154,18,5,"Son souffle a l’incroyable capacité
de ranimer les plantes et les fleurs
flétries."
154,18,9,"Its breath has the fantastic
ability to revive dead plants and
flowers."
154,21,9,"Its breath has the fantastic
ability to revive dead plants and
flowers."
154,22,9,"Its breath has the fantastic
ability to revive dead plants and
flowers."
154,23,1,"はなびら　から　はっさんされる
においには　あらそう　きもちを
しずめる　せいぶんが　ふくまれる。"
154,23,3,"꽃잎에서 발산되는
향기에는 다투는 마음을
가라앉게 하는 성분이 담겨 있다."
154,23,5,"L’arôme qui émane de ses pétales contient
une substance qui calme les pulsions agressives."
154,23,6,"Das Aroma aus seiner Blüte enthält Stoffe,
die jegliche Aggressivität schwinden lassen."
154,23,7,"El olor que desprenden sus pétalos contiene una
sustancia que calma el instinto agresivo."
154,23,8,"L’aroma che si spande dai suoi petali contiene una
sostanza che placa gli istinti aggressivi."
154,23,9,"The aroma that rises from its petals contains a
substance that calms aggressive feelings."
154,23,11,"花びらから　発散される　においには
争う　気持ちを　静める
成分が　含まれる。"
154,23,14,"El olor que desprenden sus pétalos contiene una
sustancia que calma el instinto agresivo."
154,24,1,"メガニウムが　はきだす　いきには
かれた　くさきを　よみがえらせる
ちからが　ひめられている。"
154,24,3,"메가니움이 뿜어내는 숨결에는
말라 죽은 풀과 나무를 살려내는
힘이 담겨 있다."
154,24,5,"Le souffle de Méganium a le pouvoir de redonner
la santé aux plantes malades ou mortes."
154,24,6,"Meganie kann mit seinem Atem abgestorbene Gräser
und Pflanzen reanimieren. Sie sind dann gesund."
154,24,7,"El aliento de Meganium tiene el poder de revivir los
rastrojos, además de regenerarlos."
154,24,8,"Il respiro di Meganium può far riprendere l’erba e le
piante morte che ricrescono rigogliose."
154,24,9,"Meganium’s breath has the power to revive dead
grass and plants. It can make them healthy again."
154,24,11,"メガニウムが　吐き出す　息には
枯れた　草木を　よみがえらせる
力が　秘められている。"
154,24,14,"El aliento de Meganium tiene el poder de revivir los
rastrojos, además de regenerarlos."
154,25,1,"はなの　かおりは　きもちを　おだやかにする。
たたかいの　ときは　かおりを　はっさんさせて
あいての　たたかう　きもちを　にぶらせるのだ。"
154,25,3,"꽃의 향기는 기분을 평안하게 만든다.
싸울 때는 향기를 발산하여
상대의 전의를 떨어뜨린다."
154,25,5,"Le parfum de la fleur de Méganium apaise et calme les esprits.
Pendant les combats, ce Pokémon émet son parfum relaxant
pour atténuer l’agressivité de l’ennemi."
154,25,6,"Der Duft von Meganies Blume besänftigt Gemüter. Im Kampf
gibt dieses Pokémon mehr von seinem beruhigenden Duftstoff
ab, um den Kampfgeist des Gegners zu schwächen."
154,25,7,"La fragancia de la flor de Meganium aplaca y suaviza los
ánimos. Al luchar, este Pokémon libera mayor cantidad de
esencia para disminuir el ánimo de combate de su oponente."
154,25,8,"L’aroma del fiore di Meganium placa le emozioni. Nella lotta
questo Pokémon emana un profumo con effetto calmante
per smorzare l’aggressività del nemico."
154,25,9,"The fragrance of Meganium’s flower soothes and calms
emotions. In battle, this Pokémon gives off more of its
becalming scent to blunt the foe’s fighting spirit."
154,25,11,"花の　香りは　気持ちを　穏やかにする。
戦いの　ときは　香りを　発散させて
相手の　戦う　気持ちを　鈍らせるのだ。"
154,25,14,"La fragancia de la flor de Meganium aplaca y suaviza los
ánimos. Al luchar, este Pokémon libera mayor cantidad de
esencia para disminuir el ánimo de combate de su oponente."
154,26,1,"はなの　かおりは　きもちを　おだやかにする。
たたかいの　ときは　かおりを　はっさんさせて
あいての　たたかう　きもちを　にぶらせるのだ。"
154,26,3,"꽃의 향기는 기분을 평안하게 만든다.
싸울 때는 향기를 발산하여
상대의 전의를 떨어뜨린다."
154,26,5,"Le parfum de la fleur de Méganium apaise et calme les esprits.
Pendant les combats, ce Pokémon émet son parfum relaxant
pour atténuer l’agressivité de l’ennemi."
154,26,6,"Der Duft von Meganies Blume besänftigt die Gemüter.
Im Kampf gibt dieses Pokémon mehr von seinem beruhigenden
Duftstoff ab, um den Kampfgeist des Gegners zu besänftigen."
154,26,7,"La fragancia de la flor de Meganium aplaca y suaviza los
ánimos. Al luchar, este Pokémon libera mayor cantidad de
esencia para disminuir el ánimo de combate de su oponente."
154,26,8,"L’aroma del fiore di Meganium placa le emozioni. Nella lotta
questo Pokémon emana un profumo con effetto calmante
per smorzare l’aggressività del nemico."
154,26,9,"The fragrance of Meganium’s flower soothes and calms
emotions. In battle, this Pokémon gives off more of its
becalming scent to blunt the foe’s fighting spirit."
154,26,11,"花の　香りは　気持ちを　穏やかにする。
戦いの　ときは　香りを　発散させて
相手の　戦う　気持ちを　鈍らせるのだ。"
154,26,14,"La fragancia de la flor de Meganium aplaca y suaviza los
ánimos. Al luchar, este Pokémon libera mayor cantidad de
esencia para disminuir el ánimo de combate de su oponente."
155,4,9,"It is timid, and
always curls it­
self up in a ball.If attacked, it
flares up its back
for protection."
155,5,9,"It usually stays
hunched over.
If it is angry orsurprised, it
shoots flames out
of its back."
155,6,9,"The fire that
spouts from its
back burns hottestwhen it is angry.
The flaring flames
intimidate foes."
155,7,9,"CYNDAQUIL protects itself by flaring up
the flames on its back.
The flames are vigorous if the POKéMONis angry. However, if it is tired, the
flames splutter fitfully with incomplete
combustion."
155,8,9,"CYNDAQUIL protects itself by flaring up
the flames on its back.
The flames are vigorous if the POKéMONis angry. However, if it is tired, the
flames splutter fitfully with incomplete
combustion."
155,9,9,"It flares flames from its back to protect
itself. The fire burns vigorously if the
POKéMON is angry. When it is tired,
it sputters with incomplete combustion."
155,10,9,"It usually stays hunched over. If it is
angry or surprised, it shoots flames out
of its back."
155,11,9,"It is timid and always curls itself up in
a ball. If attacked, it flares up its back
for protection."
155,12,9,"It has a timid nature. If it is
startled, the flames on its back
burn more vigorously."
155,13,9,"It has a timid nature. If it is
startled, the flames on its back
burn more vigorously."
155,14,9,"It has a timid nature. If it is
startled, the flames on its back
burn more vigorously."
155,15,9,"It is timid, and always curls itself
up in a ball. If attacked, it
flares up its back for protection."
155,16,9,"It usually stays hunched over.
If it is angry or surprised, it
shoots flames out of its back."
155,17,5,"Ce Pokémon est un grand timide.
Les flammes sur son dos s’intensifient
lorsqu’il prend peur."
155,17,9,"It has a timid nature. If it is
startled, the flames on its back
burn more vigorously."
155,18,5,"Ce Pokémon est un grand timide.
Les flammes sur son dos s’intensifient
lorsqu’il prend peur."
155,18,9,"It has a timid nature. If it is
startled, the flames on its back
burn more vigorously."
155,21,9,"It has a timid nature. If it is
startled, the flames on its back
burn more vigorously."
155,22,9,"It has a timid nature. If it is
startled, the flames on its back
burn more vigorously."
155,23,1,"おくびょうで　いつも　からだを
まるめている。おそわれると　せなかの
ほのおを　もえあがらせ　みをまもる。"
155,23,3,"겁이 많아서 늘 몸을 웅크리고
있다. 습격당하면 등의 불꽃을
타오르게 해서 몸을 보호한다."
155,23,5,"Il est timide et se roule en boule pour se protéger.
Attaqué, il s’enflamme le dos pour riposter."
155,23,6,"Es ist ruhig und kugelt sich stets zusammen.
Zum Schutz entflammt es seinen Rücken."
155,23,7,"Es tímido y siempre se enrosca como una pelota.
Si es atacado, enciende su lomo para protegerse."
155,23,8,"Spesso se ne sta appallottolato giacché timido. Se
è attaccato, si difende infuocando il dorso."
155,23,9,"It is timid and always curls itself up in a ball.
If attacked, it flares up its back for protection."
155,23,11,"臆病で　いつも　体を　まるめている。
襲われると　背中の　炎を
燃え上がらせて　身を守る。"
155,23,14,"Es tímido y siempre se enrosca como una pelota.
Si es atacado, enciende su lomo para protegerse."
155,24,1,"おくびょうな　せいかく。
おどろくと　せなかの　ほのおが
いちだんと　つよく　もえあがる。"
155,24,3,"겁쟁이 같은 성격이다.
놀라면 등의 불꽃이
한층 더 강하게 타오른다."
155,24,5,"Ce Pokémon est un grand timide. Les flammes sur
son dos s’intensifient lorsqu’il prend peur."
155,24,6,"Erschrickt sich dieses scheue Pokémon,
lodern die Flammen auf seinem Rücken kräftiger."
155,24,7,"Es un Pokémon muy tímido. Si se asusta, las llamas
de su lomo arden con más fuerza."
155,24,8,"È riservato per natura. Se viene spaventato, le
fiamme sul suo dorso bruciano ardentemente."
155,24,9,"It has a timid nature. If it is startled, the flames on
its back burn more vigorously."
155,24,11,"臆病な　性格。
驚くと　背中の　炎が
一段と　強く　燃え上がる。"
155,24,14,"Es un Pokémon muy tímido. Si se asusta, las llamas
de su lomo arden con más fuerza."
155,25,1,"せなかから　ほのおを　ふきあげて　みを　まもる。
おこった　ときの　ほのおは　いきおいが　いいが
つかれている　ときは　ふかんぜんねんしょうする。"
155,25,3,"등에서 불꽃을 내뿜어 몸을 지킨다.
화났을 때의 불꽃은 기운차지만
지쳤을 때는 불완전연소한다."
155,25,5,"Héricendre se protège en faisant jaillir des flammes de
son dos. Ces flammes peuvent être violentes si le Pokémon
est en colère. Cependant, s’il est fatigué, seules quelques
flammèches vacillent laborieusement."
155,25,6,"Feurigel lässt Flammen aus seinem Rücken lodern, wenn
es sich schützen muss. Die Flammen sind sehr verzehrend,
wenn dieses Pokémon wütend ist. Ist es aber müde,
flackern die Flammen nur unregelmäßig und schwach."
155,25,7,"Cyndaquil se protege soltando llamas por el lomo. Cuando
está enfadado, las llamas son fieras, pero, si está cansado,
solo consigue echar algunas chispas que no llegan a cuajar
en una completa combustión."
155,25,8,"Cyndaquil si protegge grazie alle fiamme che gli ardono
sul dorso. Le fiamme divampano impetuose se il Pokémon
è adirato. Tuttavia, quando è stanco diventano fiammelle
innocue dalla combustione incompleta."
155,25,9,"Cyndaquil protects itself by flaring up the flames on its back.
The flames are vigorous if the Pokémon is angry. However, if it
is tired, the flames splutter fitfully with incomplete combustion."
155,25,11,"背中から　炎を　噴き上げて　身を　守る。
怒った　ときの　炎は　勢いが　いいが
疲れている　ときは　不完全燃焼する。"
155,25,14,"Cyndaquil se protege soltando llamas por el lomo. Cuando
está enfadado, las llamas son fieras, pero, si está cansado,
solo consigue echar algunas chispas que no llegan a cuajar
en una completa combustión."
155,26,1,"せなかから　ほのおを　ふきあげて　みを　まもる。
おこった　ときの　ほのおは　いきおいが　いいが
つかれている　ときは　ふかんぜんねんしょうする。"
155,26,3,"등에서 불꽃을 내뿜어 몸을 지킨다.
화났을 때의 불꽃은 기운차지만
지쳤을 때는 불완전연소한다."
155,26,5,"Héricendre se protège en faisant jaillir des flammes de
son dos. Ces flammes peuvent être violentes si le Pokémon
est en colère. Cependant, s’il est fatigué, seules quelques
flammèches vacillent laborieusement."
155,26,6,"Feurigel lässt Flammen aus seinem Rücken lodern,
wenn es sich schützen muss. Die Flammen sind sehr stark,
wenn dieses Pokémon wütend ist. Ist es aber müde,
flackern die Flammen nur unregelmäßig und schwach."
155,26,7,"Cyndaquil se protege soltando llamas por el lomo. Cuando
está enfadado, las llamas son fieras, pero, si está cansado,
solo consigue echar algunas chispas que no llegan a cuajar
en una completa combustión."
155,26,8,"Cyndaquil si protegge grazie alle fiamme che gli ardono
sul dorso. Le fiamme divampano impetuose se il Pokémon
è adirato. Tuttavia, quando è stanco diventano fiammelle
innocue dalla combustione incompleta."
155,26,9,"Cyndaquil protects itself by flaring up the flames on its back.
The flames are vigorous if the Pokémon is angry. However, if it
is tired, the flames splutter fitfully with incomplete combustion."
155,26,11,"背中から　炎を　噴き上げて　身を　守る。
怒った　ときの　炎は　勢いが　いいが
疲れている　ときは　不完全燃焼する。"
155,26,14,"Cyndaquil se protege soltando llamas por el lomo. Cuando
está enfadado, las llamas son fieras, pero, si está cansado,
solo consigue echar algunas chispas que no llegan a cuajar
en una completa combustión."
155,39,9,"Hails from the Johto region. Though usually curled into a ball
due to its timid disposition, it harbors tremendous firepower."
156,4,9,"Be careful if it
turns its back
during battle. Itmeans that it will
attack with the
fire on its back."
156,5,9,"This POKéMON is
fully covered by
nonflammable fur.It can withstand
any kind of fire
attack."
156,6,9,"Before battle, it
turns its back on
its opponent todemonstrate how
ferociously its
fire blazes."
156,7,9,"QUILAVA keeps its foes at bay with the
intensity of its flames and gusts of
superheated air.This POKéMON applies its outstanding
nimbleness to dodge attacks even while
scorching the foe with flames."
156,8,9,"QUILAVA keeps its foes at bay with the
intensity of its flames and gusts of
superheated air.This POKéMON applies its outstanding
nimbleness to dodge attacks even while
scorching the foe with flames."
156,9,9,"It intimidates foes with intense gusts of
flames and superheated air. Its quick
nimbleness lets it dodge attacks even
while scorching an enemy."
156,10,9,"This POKéMON is fully covered by
nonflammable fur. It can withstand any
kind of fire attack."
156,11,9,"Be careful if it turns its back during
battle. It means that it will attack with
the fire on its back."
156,12,9,"It intimidates foes with the heat
of its flames. The fire burns more
strongly when it readies to fight."
156,13,9,"It intimidates foes with the heat
of its flames. The fire burns more
strongly when it readies to fight."
156,14,9,"It intimidates foes with the heat
of its flames. The fire burns more
strongly when it readies to fight."
156,15,9,"Be careful if it turns its back
during battle. It means that it will
attack with the fire on its back."
156,16,9,"This Pokémon is fully covered by
nonflammable fur. It can withstand
any kind of fire attack."
156,17,5,"La chaleur de ses flammes intimide
l’ennemi. Elles s’intensifient
lorsqu’il se prépare à combattre."
156,17,9,"It intimidates foes with the heat
of its flames. The fire burns more
strongly when it readies to fight."
156,18,5,"La chaleur de ses flammes intimide
l’ennemi. Elles s’intensifient
lorsqu’il se prépare à combattre."
156,18,9,"It intimidates foes with the heat
of its flames. The fire burns more
strongly when it readies to fight."
156,21,9,"It intimidates foes with the heat
of its flames. The fire burns more
strongly when it readies to fight."
156,22,9,"It intimidates foes with the heat
of its flames. The fire burns more
strongly when it readies to fight."
156,23,1,"たたかいのまえ　せなかを　むけて
じぶんの　ほのおが　どれくらい
すごいかを　あいてに　みせつける。"
156,23,3,"싸우기 전에 등을 보이며
자신의 불꽃이 얼마나
대단한지 상대에게 일부러 보여준다."
156,23,5,"Avant chaque combat, il tourne le dos et montre
la puissance de ses flammes."
156,23,6,"Vor dem Kampf dreht es dem Feind den Rücken zu,
um ihm zu zeigen, wie Furcht erregend sein Feuer
lodert."
156,23,7,"Antes de empezar a luchar, se gira ante su rival para
alardear del alcance y la fuerza de sus llamas."
156,23,8,"Prima di lottare mostra il dorso al nemico per
impressionarlo con la potenza delle sue fiamme."
156,23,9,"Before battle, it turns its back on its opponent to
demonstrate how ferociously its fire blazes."
156,23,11,"戦いの前　背中を　向けて
自分の　炎が　どれくらい
すごいかを　相手に　見せつける。"
156,23,14,"Antes de empezar a luchar, se gira ante su rival para
alardear del alcance y la fuerza de sus llamas."
156,24,1,"せんとうちゅう　せなかを　むけたら
ようちゅうい。せなかの　ほのおで
こうげきしてくる　まえぶれだ。"
156,24,3,"배틀 중에 등을 보이면
주의가 필요하다. 등의 불꽃으로
공격해올 것이라는 뜻이다."
156,24,5,"Attention ! Quand il tourne le dos dans un combat,
c’est qu’il va attaquer avec ses flammes dorsales."
156,24,6,"Dreht es dir im Kampf den Rücken zu, wird es dich
mit den Flammen seines Rückens angreifen."
156,24,7,"Ten cuidado si te da la espalda en combate.
Significa que te va a atacar con su lomo de fuego."
156,24,8,"Nella lotta, se s’incurva vuol dire che sta per
attaccare con le fiamme che ha sul dorso."
156,24,9,"Be careful if it turns its back during battle. It means
that it will attack with the fire on its back."
156,24,11,"戦闘中　背中を　向けたら　要注意。
背中の　炎で
攻撃してくる　前触れだ。"
156,24,14,"Ten cuidado si te da la espalda en combate.
Significa que te va a atacar con su lomo de fuego."
156,25,1,"ほのおの　いきおいと　ねっぷうで　いかくする。
すばやい　みのこなしで　あいての　こうげきを
かわしながら　どうじに　ほのおで　もやす。"
156,25,3,"불꽃의 기세와 열풍으로 위협한다.
재빠른 몸동작으로 상대의 공격을
피하면서 동시에 불꽃으로 태운다."
156,25,5,"Feurisson garde ses ennemis à distance grâce à l’intensité
de ses flammes et à des rafales d’air brûlant. Ce Pokémon
utilise son incroyable agilité pour éviter les attaques,
tout en enflammant ses ennemis."
156,25,6,"Igelavar hält seine Gegner mit Flammen und Böen heißer Luft
auf Distanz. Dieses Pokémon nutzt seine außergewöhnliche
Gewandtheit dazu, Angriffen auszuweichen und seinen Gegner
gleichzeitig zu versengen."
156,25,7,"Quilava mantiene a sus rivales a raya con la intensidad de
sus llamas y las ráfagas de aire ígneo que producen. También
aprovecha su espectacular agilidad para esquivar ataques
a la vez que abrasa al rival con sus llamas."
156,25,8,"Quilava tiene a bada il nemico grazie all’intensità delle sue
fiamme e a getti di aria rovente. Questo Pokémon sfrutta
la sua estrema destrezza per evitare gli attacchi anche
mentre ustiona il nemico."
156,25,9,"Quilava keeps its foes at bay with the intensity of its flames and
gusts of superheated air. This Pokémon applies its outstanding
nimbleness to dodge attacks even while scorching the foe
with flames."
156,25,11,"炎の　勢いと　熱風で　威嚇する。
素早い　身のこなしで　相手の　攻撃を
かわしながら　同時に　炎で　燃やす。"
156,25,14,"Quilava mantiene a sus rivales a raya con la intensidad de
sus llamas y las ráfagas de aire ígneo que producen. También
aprovecha su espectacular agilidad para esquivar ataques
a la vez que abrasa al rival con sus llamas."
156,26,1,"ほのおの　いきおいと　ねっぷうで　いかくする。
すばやい　みのこなしで　あいての　こうげきを
かわしながら　どうじに　ほのおで　もやす。"
156,26,3,"불꽃의 기세와 열풍으로 위협한다.
재빠른 몸동작으로 상대의 공격을
피하면서 동시에 불꽃으로 태운다."
156,26,5,"Feurisson garde ses ennemis à distance grâce à l’intensité
de ses flammes et à des rafales d’air brûlant. Ce Pokémon
utilise son incroyable agilité pour éviter les attaques,
tout en enflammant ses ennemis."
156,26,6,"Igelavar hält seine Gegner mit Flammen und Böen heißer Luft
auf Distanz. Dieses Pokémon nutzt seine außergewöhnliche
Gewandtheit dazu, Angriffen auszuweichen und seinen Gegner
gleichzeitig zu versengen."
156,26,7,"Quilava mantiene a sus rivales a raya con la intensidad de
sus llamas y las ráfagas de aire ígneo que producen. También
aprovecha su espectacular agilidad para esquivar ataques
a la vez que abrasa al rival con sus llamas."
156,26,8,"Quilava tiene a bada il nemico grazie all’intensità delle sue
fiamme e a getti di aria rovente. Questo Pokémon sfrutta
la sua estrema destrezza per evitare gli attacchi anche
mentre ustiona il nemico."
156,26,9,"Quilava keeps its foes at bay with the intensity of its flames
and gusts of superheated air. This Pokémon applies its
outstanding nimbleness to dodge attacks even while scorching
the foe with flames."
156,26,11,"炎の　勢いと　熱風で　威嚇する。
素早い　身のこなしで　相手の　攻撃を
かわしながら　同時に　炎で　燃やす。"
156,26,14,"Quilava mantiene a sus rivales a raya con la intensidad de
sus llamas y las ráfagas de aire ígneo que producen. También
aprovecha su espectacular agilidad para esquivar ataques
a la vez que abrasa al rival con sus llamas."
156,39,9,"This creature's fur is most mysterious—it is wholly impervious to
the burning touch of flame. Should Quilava turn its back to you,
take heed! Such a posture indicates a forthcoming attack."
157,4,9,"If its rage peaks,
it becomes so hot
that anything thattouches it will
instantly go
up in flames."
157,5,9,"It has a secret,
devastating move.
It rubs its blaz­
ing fur together
to cause huge
explosions."
157,6,9,"When heat from its
body causes the
air around it toshimmer, this is a
sign that it is
ready to battle."
157,7,9,"TYPHLOSION obscures itself behind a
shimmering heat haze that it creates
using its intensely hot flames.This POKéMON creates blazing explosive
blasts that burn everything to cinders."
157,8,9,"TYPHLOSION obscures itself behind a
shimmering heat haze that it creates
using its intensely hot flames.This POKéMON creates blazing explosive
blasts that burn everything to cinders."
157,9,9,"It can hide behind a shimmering heat haze
that it creates using its intense flames.
TYPHLOSION create blazing explosive
blasts that burn everything to cinders."
157,10,9,"It has a secret, devastating move. It
rubs its blazing fur together to cause
huge explosions."
157,11,9,"If its rage peaks, it becomes so hot that
anything that touches it will instantly go
up in flames."
157,12,9,"It attacks using blasts of fire.
It creates heat shimmers with
intense fire to hide itself."
157,13,9,"It attacks using blasts of fire.
It creates heat shimmers with
intense fire to hide itself."
157,14,9,"It attacks using blasts of fire.
It creates heat shimmers with
intense fire to hide itself."
157,15,9,"If its rage peaks, it becomes so
hot that anything that touches it
will instantly go up in flames."
157,16,9,"It has a secret, devastating move.
It rubs its blazing fur together
to cause huge explosions."
157,17,5,"Il attaque en projetant des flammes.
Il se dissimule derrière les vagues
de chaleur qu’il produit."
157,17,9,"It attacks using blasts of fire.
It creates heat shimmers with
intense fire to hide itself."
157,18,5,"Il attaque en projetant des flammes.
Il se dissimule derrière les vagues
de chaleur qu’il produit."
157,18,9,"It attacks using blasts of fire.
It creates heat shimmers with
intense fire to hide itself."
157,21,9,"It attacks using blasts of fire.
It creates heat shimmers with
intense fire to hide itself."
157,22,9,"It attacks using blasts of fire.
It creates heat shimmers with
intense fire to hide itself."
157,23,1,"いかりが　さいこうちょうのとき
さわったもの　すべて　いっしゅんで
もえあがらせるほどに　あつい。"
157,23,3,"분노가 정점에 달했을 때
건드린 자를 모두 순식간에
불태워버릴 정도로 뜨겁다."
157,23,5,"Quand il est furieux, il devient si chaud que tout
ce qu’il touche s’enflamme instantanément."
157,23,6,"Wenn sein Zorn den Zenit übersteigt, wird es so
heiß, dass alles, was es berührt, in Flammen aufgeht."
157,23,7,"Si su furia crece, se calienta tanto que cualquier cosa
que toque se prenderá al instante."
157,23,8,"Quando è davvero arrabbiato diventa così caldo
che qualsiasi cosa tocchi va subito a fuoco."
157,23,9,"If its rage peaks, it becomes so hot that anything
that touches it will instantly go up in flames."
157,23,11,"怒りが　最高潮のとき
触ったもの　すべて　一瞬で
燃え上がらせるほどに　熱い。"
157,23,14,"Si su furia crece, se calienta tanto que cualquier cosa
que toque se prenderá al instante."
157,24,1,"もえさかる　たいもうを　こすりあわせ
ばくふうを　おこして　こうげきする
おおわざを　かくしもっている。"
157,24,3,"활활 타오르는 털을 문질러
폭풍을 일으켜서 공격하는
큰 기술을 감추어 놓고 있다."
157,24,5,"Il a un coup secret dévastateur. En frottant sa fourrure
ardente, il crée une forte explosion."
157,24,6,"Es verfügt über eine verheerende Geheimattacke.
Es reibt sein Fell, um Explosionen zu erzeugen."
157,24,7,"Tiene una habilidad secreta y devastadora. Causa
explosiones al frotar su pelaje."
157,24,8,"Ha una devastante mossa segreta. Può sfregare la
pelliccia infuocata e causare forti esplosioni."
157,24,9,"It has a secret, devastating move. It rubs its blazing
fur together to cause huge explosions."
157,24,11,"燃えさかる　体毛を　こすり合わせ
爆風を　起こして　攻撃する。
大技を　隠し持っている。"
157,24,14,"Tiene una habilidad secreta y devastadora. Causa
explosiones al frotar su pelaje."
157,25,1,"しゃくねつの　ほのおで　まわりに　かげろうを
つくりだして　すがたを　かくす　ことが　できる。
もえあがる　ばくふうは　すべてを　やきつくすぞ。"
157,25,3,"작열하는 불꽃으로 주변에 아지랑이를
만들어내서 모습을 숨길 수 있다.
불타오르며 폭발하는 바람은 모든 것을 태운다."
157,25,5,"Typhlosion se cache derrière un chatoyant nuage de chaleur
qu’il crée en attisant ses flammes intenses. Ce Pokémon
peut générer des rafales explosives qui réduisent tout
en cendres."
157,25,6,"Tornupto versteckt sich hinter einem flimmernden
Hitzeschild, den es mithilfe seiner heißen Flammen
erzeugt. Dieses Pokémon erzeugt Explosionen,
die alles in Schutt und Asche legen."
157,25,7,"Typhlosion se oculta tras un trémulo haz de calor que crea
mediante sus intensas y sofocantes llamaradas. Este Pokémon
causa explosiones de fuego que reducen todo a cenizas."
157,25,8,"Typhlosion si nasconde avvolto da una lucente nube di calore
creata dalle sue fiamme roventi. Questo Pokémon crea
esplosioni spettacolari che riducono in cenere ogni cosa."
157,25,9,"Typhlosion obscures itself behind a shimmering heat haze that
it creates using its intensely hot flames. This Pokémon creates
blazing explosive blasts that burn everything to cinders."
157,25,11,"灼熱の　炎で　周りに　陽炎を
つくりだして　姿を　隠す　ことが　できる。
燃えあがる　爆風は　すべてを　焼き尽くすぞ。"
157,25,14,"Typhlosion se oculta tras un trémulo haz de calor que crea
mediante sus intensas y sofocantes llamaradas. Este Pokémon
causa explosiones de fuego que reducen todo a cenizas."
157,26,1,"しゃくねつの　ほのおで　まわりに　かげろうを
つくりだして　すがたを　かくす　ことが　できる。
もえあがる　ばくふうは　すべてを　やきつくすぞ。"
157,26,3,"작열하는 불꽃으로 주변에 아지랑이를
만들어내서 모습을 숨길 수 있다.
불타오르며 폭발하는 바람은 모든 것을 태운다."
157,26,5,"Typhlosion se cache derrière un chatoyant nuage de chaleur
qu’il crée en attisant ses flammes intenses. Ce Pokémon
peut générer des rafales explosives qui réduisent tout
en cendres."
157,26,6,"Tornupto versteckt sich hinter einem flimmernden
Hitzeschild, den es mithilfe seiner heißen Flammen
erzeugt. Dieses Pokémon erzeugt Explosionen,
die alles in Schutt und Asche legen."
157,26,7,"Typhlosion se oculta tras un trémulo haz de calor que crea
mediante sus intensas y sofocantes llamaradas. Este Pokémon
causa explosiones de fuego que reducen todo a cenizas."
157,26,8,"Typhlosion si nasconde avvolto da una lucente nube di calore
creata dalle sue fiamme roventi. Questo Pokémon crea
esplosioni spettacolari che riducono in cenere ogni cosa."
157,26,9,"Typhlosion obscures itself behind a shimmering heat haze that
it creates using its intensely hot flames. This Pokémon creates
blazing explosive blasts that burn everything to cinders."
157,26,11,"灼熱の　炎で　周りに　陽炎を
つくりだして　姿を　隠す　ことが　できる。
燃えあがる　爆風は　すべてを　焼き尽くすぞ。"
157,26,14,"Typhlosion se oculta tras un trémulo haz de calor que crea
mediante sus intensas y sofocantes llamaradas. Este Pokémon
causa explosiones de fuego que reducen todo a cenizas."
157,39,9,"Said to purify lost, forsaken souls with its flames and guide them
to the afterlife. I believe its form has been influenced by the
energy of the sacred mountain towering at Hisui's center."
